,country,published_date,info
0,PAKISTAN, -- published 06.05.2020,"Flights to Pakistan are suspended.
- This does not apply to diplomatic, special and national carriers' flights. They must have a special approval from the competent authority for transporting stranded passengers. Passengers and airline crew must fill out a health questionnaire and will be subject to thorough checking as per established procedures (including swab testing, isolation or quarantine). 
"
0,PALAU, - published 06.02.2020,"Passengers and airline crew who have transited through or have been in China (People's Rep.), Hong Kong (SAR China) or Macao (SAR China) in the past 14 days are not allowed to enter Palau.
"
0,PANAMA, -- published 21.04.2020,"Flights to Panama are suspended.
- This does not apply to humanitarian flights.
"
0,PAPUA NEW GUINEA, - published 18.03.2020,"1. Passengers and airline crew who have been in China (People's Rep.), Iran, Italy, Japan or Korea (Rep.) in the past 14 days are not allowed to enter Papua New Guinea. They must have spent 14 consecutive days in a country that is free from Coronavirus (COVID-19).
2. Airline crew who are not nationals of Papua New Guinea must first obtain State of Emergency (SOE) controller approval to enter.
"
0,PARAGUAY, -- published 17.04.2020 ,"Flights to Paraguay are suspended.
- This does not apply to health services and repatriation flights.
"
0,PERU, -- published 14.04.2020,"1. Passengers are not allowed to enter Peru.
2. Airline crew must self-isolate at hotel Costa del Sol at Jorge Chavez International Airport for the entire duration of stay.
"
0,PHILIPPINES, -- published 04.05.2020,"Flights to Philippines are suspended.
- This does not apply to repatriation, medical and emergency flights.
"
0,POLAND, -- published 24.04.2020,"Flights to Poland are suspended. 
- This does not apply to flights with status HOSP, HUM, HEAD and other flights performed to save people's lives or health, flights to protect public order, emergency flights, flights at the order of the Prime Minister, flights performed by foreign air carriers at the order of foreign states to bring back their nationals.
- This does not apply to aircraft with up to 15 seats. 
"
0,PORTUGAL, - published 19.04.2020,"1. Flights to Portugal are suspended.
-This does not apply to flights arriving from Angola, Austria, Belgium, Brazil (Sao Paulo (GRU) and Rio De Janeiro (RIO)), Bulgaria, Canada, Cape Verde, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Guinea-Bissau, Hungary, Iceland, Ireland (Rep.), Latvia, Lithuania, Luxembourg, Malta, Mozambique, Netherlands, Norway, Poland, Portugal, Romania, Sao Tome and Principe, Slovakia, Slovenia, South Africa, Sweden, Switzerland, USA, United Kingdom or Venezuela.
- This does not apply to state flights, emergency flights, Hospital/Medevac flights, humanitarian/repatriation flights, United Nations flights and technical stopovers where passengers do not disembark.
"
0,PUERTO RICO, --- published 06.04.2020,"1. Passengers will be quarantined for 14 days.
2. Passengers must present a completed Puerto Rico Department of Health form upon arrival.
"
0,QATAR, -- published 19.04.2020,"1. Passengers are not allowed to enter Qatar.
- This does not apply to nationals of Qatar.
- This does not apply to residents of Qatar with a Permanent Residence card.
"
0,REUNION ,---,
0, ,published 06.05.2020,"1. A completed International Travel Certificate must be presented prior to boarding and to Immigration upon arrival or when transiting Reunion. The certificate must be obtained before departure via the French consular offices abroad or online at 
.
2. Passengers must go through a medical examination upon arrival and are subject to quarantine for a period of 14 days.
- This does not apply to healthcare professionals related to Coronavirus (COVID-19).
"
0,ROMANIA, - published 23.03.2020,"1. Passengers are not allowed to enter Romania.
- This does not apply to nationals of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden and Switzerland. 
- This does not apply to passengers with a British passport. 
- This does not apply to family members of nationals of Romania.
- This does not apply to family members of a national of an EEA Member State, Switzerland or the United Kingdom, with a residence in Romania.
- This does not apply to passengers with a long-stay visa or a residence permit issued by Romania.
- This does not apply to the following passengers:
a. persons moving for professional purposes, proven by a visa, residence permit or other equivalent document; 
b. diplomatic or consular personnel, staff of international organisations, military personnel or personnel who can provide humanitarian aid; 
c. passengers in transit, including those repatriated as a result of the granting of consular protection; 
d. passengers travelling for imperative reasons (medical or family);
e. persons in need of international or other humanitarian protection. 
2. Nationals and residents of Romania who transited through or have been in China (People's Rep.), Iran, Italy or Korea (Rep.) in the last 14 days will be put into quarantine/self-isolation and must fill a declaration form. 
3. Passengers who show no symptoms and arrive from countries with more than 500 confirmed Coronavirus (COVID-19) cases will be put into 14 days of self-isolation and must fill a declaration form.
"
0,RUSSIAN FED., - published 26.03.2020,"Passengers are not allowed to enter the Russian Fed. 
- This does not apply to nationals of the Russian Fed.; 
- This does not apply to accredited or appointed employees of diplomatic missions, consular offices, international organizations located in Russian Fed. and their family members;
- This does not apply to members of official delegations;
- This does not apply to travelers with diplomatic, business or normal visas issued in connection with the death of a close relative, as well as visas issued by special decision of the Russian Ministry of Foreign Affairs;
- This does not apply to passengers from visa-free countries coming in connection with the death of a close relative, having copies of death certificate, as well as a document confirming family relations;
- This does not apply to passengers who are family members (spouses, parents, kids, adoptive parents, adopted), guardians and trustees of citizens of the Russian Fed., subject to the presentation of a copy of a document confirming the relationship status;
- This does not apply to passengers permanently residing in the Russian Fed., as well as transiting through airports without entering the Russian Fed.
"
0,RWANDA, -- published 22.04.2020,"1. Flights to Kigali International Airport (KGL) are suspended.
2. Nationals and residents of Rwanda will be subject to a mandatory 14-day quarantine at designated locations.
"
0,SAMOA, - published 21.03.2020 ,"1. All travelers, including returning residents entering Samoa, must have a medical certificate issued by a registered medical practitioner issued within 3 days before their arrival into Samoa. 
2. Passengers who have transited through or have been in Australia, Austria, Bahrain, Belgium, Canada, China (People's Rep.), Chinese Taipei, Czechia, Denmark, France, Germany, Greece, Hong Kong (SAR China), Iceland, Italy, Iran, Japan, Korea (Rep.), Kuwait, Luxembourg, Macao (SAR China), Malaysia, Netherlands, Norway, Qatar, Singapore, Spain, Sweden, Switzerland, Thailand, United Arab Emirates or USA are not allowed to enter Samoa.
Passengers must:
a) Spend at least 14 days in self-quarantine in a country of last port and must have a Medical Clearance within (3) days prior to final route to Samoa. This must be their final stop before travelling to Samoa. 
b) Provide proof of test results done within 5 days for the Coronavirus (COVID-19). Passengers with Coronavirus (COVID-19) positive test will not be allowed to enter Samoa.
3. All travelers, including returning residents entering Samoa, are required to undergo medical examination by a Registered Medical Practitioner within 3 days before arrival. Medical clearance report is required for check-in prior to issuing of boarding passes. 
4. All travelers entering Samoa, including Samoan passport holders who are permanent residents of American Samoa, are required to have medical examination within 3 days before entering. It has to be signed by the attending physician and counter-signed by the Motusa Tuileama Nua, Director of Public Health, American Samoa. 
5. Compulsory screening of all arriving passengers and crew to Samoa is in effect at all ports of entry. All are required to comply and produce additional documents when asked. 
6. A Special Health Declaration Card has to be filled out by all passengers inflight or on arrival in to Samoa.
"
0,SAMOA (AMERICAN), - published 18.03.2020,"1.Nationals of the USA and residents of Samoa (American) who transited or have been in Arizona, California, Florida, Georgia, Hawaii, Illinois, Massachusetts, New Hampshire, New York, North Carolina, Oregon, Rhode Island, Texas, Washington or Wisconsin, are subject to Public Health screening and might be medically or home quarantined. 
2.Entry Permits, issued by Samoa (American) instead of visas, are suspended. 
- This does not apply to residents of Samoa (American) with residence permit or an Immigration Board approval.
3.Passengers arriving from Samoa must:
- obtain a health clearance from Ministry of Health (MOH) 3 days prior to arrival; 
- present a completed “DOT Travel Declaration Form"" upon arrival.
4.Passengers who transited or have been in countries affected by Coronavirus (COVID-19), when arriving from Hawaii, must: 
-spend 14 days in Hawaii; and
-obtain a health clearance 3 days before arrival in Samoa (American); and
-present a completed “DOT Travel Declaration Form"" upon arrival; and
-provide itinerary upon arrival.
"
0,SAUDI ARABIA, -- published 28.04.2020,"1. Passengers are not allowed to enter Saudi Arabia.
- This does not apply to nationals of Saudi Arabia.
2. Airline crew are subject to quarantine for 2 weeks upon arrival if they passed through the passport control in a country with an ongoing Coronavirus (COVID-19) outbreak in the past 2 weeks. 
"
0,SENEGAL, -- published 16.04.2020,"Flights to Senegal are suspended.
"
0,SERBIA, - published 18.03.2020,"1. Passengers are not allowed to enter and transit in Serbia. 
- This does not apply to nationals and residents of Serbia.
- This does not apply to passengers with a special permission issued by the Ministry of Health, the Ministry of Foreign Affairs, the Ministry of Interior or the Ministry of Construction, Transport and Infrastructure. 
- This does not apply to accredited members of diplomatic missions, international organizations, humanitarian missions, and their family members.
2. Nationals and residents of Serbia arriving from Austria, France, Germany, Greece, Iran, Italy, Romania, Slovenia, Spain or Switzerland are required to self-isolate for a period of 28 days.
3. Nationals and residents of Serbia arriving from any other country are required to self-isolate for a period of 14 days. 
4. Accredited members of diplomatic missions, international organizations, humanitarian missions, and passengers with a special permission issued by the Ministry of Health, the Ministry of Foreign Affairs, the Ministry of Interior or the Ministry of Construction, Transport and Infrastructure, and their family members, arriving from Austria, France, Germany, Greece, Iran, Italy, Romania, Slovenia, Spain or Switzerland are required to self-isolate for a period of 28 days.
5. Accredited members of diplomatic missions, international organizations, humanitarian missions, and passengers with a special permission issued by the Ministry of Health, the Ministry of Foreign Affairs, the Ministry of Interior or the Ministry of Construction, Transport and Infrastructure, and their family members, arriving from any other country are required to self-isolate for a period of 14 days.
"
0,SEYCHELLES, -- published 06.05.2020,"1. Seychelles (SEZ) is closed.
- This does not apply to emergency diversions.
- This does not apply to special mission flights that are approved (MEDEVAC).
"
0,SIERRA LEONE, --- published 26.03.2020,"1. Passengers who have transited through or have been in any country with 50 or more confirmed cases of Coronavirus (COVID-19) in the past 14 days are required to enter facility quarantine for maximum 14 days.
2. Passengers who have transited through or have been in any country with less than 50 confirmed cases of Coronavirus (COVID-19) in the past 14 days are required to undergo home quarantine for maximum 14 days.
"
0,SINGAPORE, - published 29.04.2020,"1. Passengers traveling as short-term visitors are not allowed to transit or enter Singapore. 
- This does not apply to returning residents of Singapore (Singapore Citizens, Permanent Residents or passengers with a Long-Term Pass (including passengers with a Work Pass, Student's Pass, Dependent's Pass, and Long-Term Visit Pass)). Upon entry into Singapore, they must serve a 14-day self-isolation at dedicated Stay-Home-Notice (SHN) facilities. 
- Passengers with a new or existing Work Pass will be allowed entry if they have an approval letter from the Ministry of Manpower (MOM) or the Immigration and Checkpoints Authority (ICA). 
- Passengers with a Long-Term Visit Pass (LTVP) or a Long-Term Visit Pass In-Principle Approval (LTVP IPA) issued by the Immigration and Checkpoints Authority (ICA), will be allowed entry if they have an Approval Letter for Entry (ALE) issued by the Immigration and Checkpoints Authority (ICA).
- Passengers with a Student's Pass (STP) or a Student's Pass In-Principle Approval (STP IPA), will be allowed entry if they have an Approval Letter for Entry (ALE) issued by the Ministry of Education (MOE) or the Immigration and Checkpoints Authority (ICA).
2. Short-term visitors will be allowed entry into Singapore if they have an Approval Letter for Entry (ALE) from the Immigration and Checkpoints Authority (ICA), Ministry of Trade and Industry (MTI), Ministry of Foreign Affairs (MFA) or the Ministry of Health (MOH). They could still be subjected to the prevailing health screening requirements upon entry. Possession of an Approval Letter for Entry (ALE) does not guarantee the issuance of a Visit Pass to enter Singapore.
3. Passengers entering Singapore, including Singapore Citizens, Permanent Residents and passengers with a Long-Term Pass (LTP), must submit a health declaration. This can be done via the SG Arrival Card (SGAC) e-Service (
) or via the mobile application (to be downloaded from Apple AppStore or Google Play).
4. Airlines must inform passengers to submit their health declaration via the SG Arrival Card (SGAC) e-Service before arriving in Singapore.
5. The paper-based embarkation/disembarkation card is discontinued. All airlines must stop distributing these cards for flights planned to arrive in Singapore on or after 27 March 2020, 0900 hours.
6. Airline crew of foreign airlines, who are Singapore Citizens, Permanent Residents or long-term pass holders entering Singapore, will be issued with a Stay-Home Notice (SHN). Such crew with travel history to Brunei Darussalam, Cambodia, France, India, Indonesia, Lao People's Dem. Rep., Malaysia, Myanmar, Philippines, Switzerland, Thailand, USA, United Kingdom or Viet Nam within the last 14 days must serve the SHN at Crowne Plaza Changi Airport. Those who do not have travel history to the listed countries within the last 14 days may serve the SHN at their residence in Singapore. The SHN must be served until their next departure flight out of Singapore or for 14 days, whichever is earlier.
7. Airline crew of foreign airlines, who are not Singapore Citizens, Permanent Residents or long-term pass holders, will not be allowed to enter Singapore, or transit through Singapore.  This does not apply to flights that require a layover due to flight time limitations or an aircraft-on-ground (AOG) situation in Singapore. In this case, airlines may layover their flight and cabin crew at Crowne Plaza Changi Airport. They will be issued with an SHN which shall be served until their next departure flight out of Singapore.
8. For flights that require a layover due to flight time limitations or an aircraft-on-ground (AOG) situation in Singapore, airlines may layover their flight and cabin crew at Crowne Plaza Changi Airport. They will be issued with an SHN which shall be served until their next departure flight out of Singapore.
"
0,SLOVAKIA ,-- published 07.05.2020,"1.Passengers are not allowed to enter Slovakia
- This does not apply to nationals and residents of Slovakia
2.Nationals and residents of Slovakia must register at least 72 hours prior to arrival at 
 
3.Upon arrival returning nationals and residents of Slovakia are subject to Coronavirus (COVID-19) tests at the official state sanitary facility. Based on tests results, passengers must be in quarantine: 
- at home for a total of 14 days, including time spent at the state sanitary facility, or
- at state sanitary facility where the quarantine time could be longer than 14 days.
"
0,SLOVENIA, - published 29.04.2020,"1.Passengers are not allowed to enter Slovenia.
-This does not apply to nationals and residents of Slovenia.
-This does not apply to nationals of Andorra, Monaco, Montenegro, North Macedonia (Rep.), San Marino, Serbia and Vatican City (Holy See) returning via Slovenia to their country of residence.
-This does not apply to passengers with diplomatic passports.
2.Nationals and residents of Slovenia are required to self-isolate for a period of 7 days.
"
0,SOLOMON ISL., - published 04.05.2020,"1. Passengers and airline crew are not allowed to enter Solomon Isl. 
- This does not apply to nationals and residents of Solomon Isl. 
- This does not apply to passengers with prior written authorization issued by the Prime Minister. 
2. Nationals and residents of Solomon Isl. who have been in countries with confirmed cases of Coronavirus (COVID-19) will be put in quarantine for a period of 14 days upon arrival.
3. Passengers with prior written authorization issued by the Prime Minister who have been in countries with confirmed cases of Coronavirus (COVID-19) will be put in quarantine for a period of 14 days upon arrival.
4. Passengers must present a completed Traveler's Public Health Declaration Card and provide full details of their place of stay, travel itinerary and current personal contact details in Solomon Isl.
5. Passengers and airline crew must provide details of their international travel history for the period of 14 days prior to arrival in Solomon Isl.
"
0,SOMALIA, - published 16.03.2020,"Passengers arriving from China (People's Rep.), Iran, Italy or Korea (Rep.) are not allowed to enter Somalia.
"
0,SOUTH AFRICA, -- published 28.04.2020,"Flights to South Africa are suspended.
- This does not apply to essential service flights (e.g. Medevac, emergency flights).
"
0,SOUTH SUDAN, -- published 22.04.2020,"Flights to South Sudan are suspended.
- This does not apply to humanitarian and evacuation flights with an approval from the High Level Task Force of South Sudan.
"
0,SPAIN, - published 23.04.2020,"Passengers are not allowed to enter Spain. 
This does not apply to:
a) Passengers arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Sweden or Switzerland;
b) Nationals of Spain and their immediate family members;
c) Passengers travelling to their place of residency within the European Union and their immediate family members;
d) Passengers travelling to their place of residency in Andorra, Iceland, Norway or Switzerland;
e) Passengers with a long-term visa issued by a Schengen Member State, who go directly to their country of residence;
f) Healthcare or elderly care professionals in the performance of their duties;
g) Diplomats, international organizations, military personnel and members of humanitarian organizations in the performance of their duties;
h) Transport of goods personnel;
i) People traveling for imperative family reasons duly accredited;
j) Persons who document reasons of force majeure or situation of need, or whose entry is permitted for humanitarian reasons.
"
0,SRI LANKA, -- published 22.04.2020,"1. Airports in Sri Lanka are closed.
- This does not apply to:
a. Aircraft Departures with passengers originating from Colombo, stop overs, transit passengers or visiting tourists.
b. Emergency Diversions to Bandaranaike International Airport (CMB).
c. Freighter Operations and humanitarian flights to CMB.
d. Technical landings at CMB.
2. A completed Health Declaration Form must be presented to the public health inspectors or any other authorized officials upon arrival. 
3. Airline crew must self-quarantine at the location mentioned in the Health Declaration Form and have meals only through in-room dining until they operate the next flight. They must follow strict procedures and hygienic measures adopted by the Government of Sri Lanka.
4. Visas and ETAs issued by Sri Lanka have been invalidated.
5. The maximum allowed transit time at CMB is 12 hours. Passengers must have a confirmed onward connection.
"
0,ST. HELENA, - published 29.03.2020,"1. Passengers are not allowed to enter St. Helena.
- This does not apply to passengers who reside in St. Helena.
- This does not apply to passengers with a long-term permit.
- This does not apply to temporary contractors.
- This does not apply to sponsored Technical Cooperation Officers.
- This does not apply to passengers traveling to Ascension.
- This does not apply to persons authorized in advance by the Governor.
2. All new arrivals will be subject to compulsory isolation for 14 days when entering St. Helena.
"
0,ST. KITTS AND NEVIS, -- published 12.04.2020,"Airports in St. Kitts and Nevis are closed.
"
0,ST. LUCIA, -- published 15.04.2020,"Airports in St. Lucia are closed.
"
0,ST. MAARTEN, -- published 10.04.2020,"Passengers and airline crew are not allowed to enter St. Maarten. 
- This does not apply to passengers who are specialists with evidence of traveling at the invitation of the Government of St. Maarten.
- This does not apply to emergency and essential flights from Aruba, Curacao, Bonaire, St. Eustatius and Saba.
"
0,ST. VINCENT AND THE GRENADINES, - published 20.03.2020,"Passengers who have been in China (People's Rep.), Hong Kong (SAR China), Japan, Korea (Rep.), Macao (SAR China) or Singapore in the past 14 days are not allowed to enter St. Vincent and the Grenadines.
-This does not apply to nationals of St. Vincent and the Grenadines.
"
0,SUDAN, -- published 20.04.2020,"Airports in Sudan are closed. 
- This does not apply to technical stops, humanitarian aid, medical and relief flights. These flights are subject to prior approval from Sudan Civil Aviation Authority. 
"
0,SURINAME, -- published 09.04.2020,"Airports in Suriname are closed.
"
0,SWEDEN, - published 08.05.2020,"Passengers arriving from outside Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Switzerland and United Kingdom are not allowed to enter.
- This does not apply to nationals of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden and Switzerland, and their family members, if the purpose of the journey is to return to his or her home.
- This does not apply to passengers with a British passport and their family members, if the purpose of the journey is to return to his or her home.
- This does not apply to passengers with a residence permit issued by Sweden, if the purpose of the journey is to return to his or her home.
- This does not apply to passengers with a national visa issued by Sweden, if the purpose of the journey is to return to his or her home.
- This does not apply to the following passengers:
a. healthcare personnel;
b. border workers;
c. personnel transporting goods and other personnel in the transport sector to the necessary extent;
d. persons covered by Chapter 2. Section 10 of the Aliens Act (2005: 716);
e. persons working in international organizations, military personnel and relief workers;
f. passengers in transit; 
g. persons with urgent family reasons;
h. persons in need of international protection or for other humanitarian reasons.
"
0,SWITZERLAND, - published 14.04.2020,"1. Passengers are not allowed to enter Switzerland.
- This does not apply to nationals or residents of Switzerland or Liechtenstein.
- This does not apply to passenger with a cross-border commuter permit who are entering Switzerland for work, with a C-visa issued by Switzerland for the purpose of ""business meetings"" as specialists in the field of health or ""official visit"" of great importance, with a D-visa issued by Switzerland or who have an assurance of a residence permit.
-This does not apply to passengers traveling directly through Switzerland to another country that they are permitted to enter.
- This does not apply to passengers who are entitled to freedom of movement and have a professional reason for entering Switzerland and have a confirmation of registration.
- This does not apply to passengers who are of great importance as specialists in the health sector.
- This does not apply to passengers travelling by land to their country of origin or residency within the European Union or Schengen area. They must have a proof of onward journey.
2. Passengers can only land at Basel (BSL), Geneva (GVA) or Zurich (ZRH).
"
0,TAJIKISTAN, --- published 19.03.2020 ,"Passengers who have been in Afghanistan, Belgium, China (People's Rep.), Denmark, Germany, Great Britain, Iran, Italy, France, Korea (Rep.), Spain, Sweden, Switzerland, Norway, the Netherlands or USA will be quarantined for up to 14 days upon arrival.
"
0,TANZANIA, --- published 23.03.2020,"1. Passengers must undergo quarantine for 14 days at their own expense.
2. Airline crew arriving in Zanzibar (ZNZ) will be quarantined at the airlines designated hotels. 
3. A completed ""Health Form"" must be presented to the Ministry of Health personnel upon arrival.
"
0,THAILAND, -- published 27.04.2020,"Flights to Thailand are suspended.
- This does not apply to state or military aircraft, emergency landing, technical landing without disembarkation, humanitarian aid, medical, relief and repatriation flights. Passengers are subject to quarantine for 14 days upon arrival. Airline crew must observe self-quarantine during their stay until the next flight schedule.
"
0,TIMOR-LESTE, -- published 30.04.2020,"Passengers are not allowed to enter Timor-Leste.
"
0,TOGO, -- published 25.04.2020,"Flights to Togo are suspended.
- This does not apply to repatriation flights.
"
0,TONGA, - published 27.02.2020 ,"1. Passengers and airline crew arriving from or transiting through China (People's Rep.), Chinese Taipei, Hong Kong (SAR China) or Macao (SAR China) are not allowed to enter Tonga. This does not apply if they have stayed in a country with no confirmed cases of Coronavirus (COVID-19) for a period of minimum 14 days before entering Tonga. They must have an official medical clearance undertaken within 3 days prior to arrival in Tonga. 
- This does not apply to nationals of Tonga and their immediate family members. 
- This does not apply to permanent residents of Tonga and their immediate family members. 
- This does not apply to airline crew on direct flights from China (People's Rep.) who have been using appropriate personal protective equipment (PPE). 
2. Passengers must complete a 'Traveler's Arrival Health Declaration Card' and submit it to the Ministry of Health Border Control when arriving in Tonga.
"
0,TRINIDAD AND TOBAGO, -- published 30.03.2020 ,"Airports in Trinidad and Tobago are closed.
- This does not apply if permitted by the Minister with responsibility for national security.
"
0,TUNISIA, -- published 04.05.2020,"All flights to Tunisia are suspended.
- This does not apply to:
a. aircraft in a state of emergency;
b. overflights;
c. operations related to humanitarian aid, medical and relief flights;
d. repatriation flights (only for nationals and permanent residents of Tunisia) - they will be placed in quarantine for 14 days;
e. technical landings where passengers do not disembark;
f. other safety-related operations.
All the exceptions above are subject to prior request addressed to the Tunisian Civil Aviation Authority.
"
0,TURKEY,- published 04.05.2020,"1. Nationals of Algeria, Angola, Austria, Azerbaijan, Bangladesh, Belgium, Bulgaria, Cameroon, Canada, Chad, China (People's Rep.), Colombia, Cote d'Ivoire, Czechia, Denmark, Djibouti, Dominica, Ecuador, Egypt, Equatorial Guinea, Finland, France, Georgia, Germany, Greece. Guatemala, Hungary, India, Iran, Iraq, Ireland (Rep.), Italy, Jordan, Kazakhstan, Kenya, Korea (Rep.), Kosovo, Kuwait, Latvia, Lebanon, Mauritania, Moldova, Mongolia, Montenegro, Morocco, Nepal, Netherlands, Niger, North Macedonia (Rep.), Norway, Oman, Panama, Peru, Philippines, Poland, Portugal, Saudi Arabia, Slovenia, Spain, Sri Lanka, Sudan, Sweden, Switzerland, Tunisia, Ukraine, United Arab Emirates and Uzbekistan are not allowed to enter Turkey. 
2. Passengers with a British passport are not allowed to enter Turkey.
3. Passengers with a Chinese Taipei (on the cover: Republic of China Taiwan) passport are not allowed to enter Turkey.
4. Passengers who have transited or have been in Algeria, Angola, Austria, Azerbaijan, Bangladesh, Belgium, Bulgaria, Cameroon, Canada, Chad, China (People's Rep.), Chinese Taipei, Colombia, Cote d'Ivoire, Czechia, Denmark, Djibouti, Dominica, Ecuador, Egypt, Equatorial Guinea, Finland, France, Georgia, Germany, Greece, Guatemala, Hungary, India, Iran, Iraq, Ireland (Rep.), Italy, Jordan, Kazakhstan, Kenya, Korea (Rep.), Kosovo, Kuwait, Latvia, Lebanon, Mauritania, Moldova, Mongolia, Montenegro, Morocco, Nepal, Netherlands, Niger, North Macedonia (Rep.), Norway, Oman, Panama, Peru, Philippines, Poland, Portugal, Saudi Arabia, Slovenia, Spain, Sri Lanka, Sudan, Sweden, Switzerland, Tunisia, Ukraine, United Arab Emirates, United Kingdom or Uzbekistan in the past 14 days are not allowed to transit or enter Turkey. 
5. Passengers arriving from Algeria, Angola, Austria, Azerbaijan, Bangladesh, Belgium, Bulgaria, Cameroon, Canada, Chad, China (People's Rep.), Chinese Taipei, Colombia, Cote d'Ivoire, Czechia, Denmark, Djibouti, Dominica, Ecuador, Egypt, Equatorial Guinea, Finland, France, Georgia, Germany, Greece, Guatemala, Hungary, India, Iran, Iraq, Ireland (Rep.), Italy, Jordan, Kazakhstan, Kenya, Korea (Rep.), Kosovo, Kuwait, Latvia, Lebanon, Mauritania, Moldova, Mongolia, Montenegro, Morocco, Nepal, Netherlands, Niger, North Macedonia (Rep.), Norway, Oman, Panama, Peru, Philippines, Poland, Portugal, Saudi Arabia, Slovenia, Spain, Sri Lanka, Sudan, Sweden, Switzerland, Tunisia, Ukraine, United Arab Emirates, United Kingdom or Uzbekistan in the past 14 days are not allowed to transit or enter Turkey.
6. All passengers who traveled to the above restricted countries during the last 14 days are prohibited to be accepted to all flights to Turkey. Otherwise, all passengers on the flights will be quarantined for 14 days.
"
0,TURKMENISTAN, -- published 17.04.2020,"1. Flights to Turkmenistan are suspended.
- This does not apply to repatriation flights of nationals and residents of Turkmenistan.
2. Passengers are required to have a health report from the health organizations of the country they are arriving from. The report must show that they have undergone the Coronavirus (COVID-19) check and been tested negative.
"
0,TURKS AND CAICOS ISL., -- published 10.04.2020,"Airports in Turks and Caicos Isl. are closed. 
"
0,TUVALU, -- published 26.03.2020,"Tuvalu's borders are closed.
"
0,UGANDA, -- published 22.04.2020,"1. Flights to Uganda are suspended.
This does not apply to:
a. aircraft in a state of emergency;
b. operations related to humanitarian aid, medical and relief flights;
c. technical landings where passengers do not disembark;
d. safety-related operation flights. 
2. Airline crew members must undergo mandatory quarantine at Protea Hotel Entebbe.
"
0,UKRAINE, -- published 02.04.2020,"Flights to Ukraine are suspended. 
"
0,UNITED ARAB EMIRATES, -- published 19.04.2020,"1. Flights to the United Arab Emirates are suspended.
- This does not apply to the following:
a) aircraft operated for the purpose of evacuation (this Safety Decision does not alleviate the need for obtaining necessary authorisation from UAE Ministry of Foreign Affairs and International Cooperation);
b) UAE registered aircraft that are out of base on 24 March 2020 23:59 Local Time will be allowed to return to base carrying only UAE nationals and operator's crewmembers;
c) domestic flights;
d) over-flights. 
2. All Evacuation flights must have PAX APP data and Crew APP data; all ferry flights must have crew APP data.
"
0,URUGUAY, -- published 20.04.2020 ,"Flights to Uruguay are suspended.
- This does not apply to humanitarian flights. 
"
